Number,Translator,Chinese Sentences,Gloss,Note
train-01518,D,只需要几百块钱人民币就能搞定。,只要2/几百/人民币/做到/可以/。,几百
train-01519,D,叫孩子们起床。,叫1/孩子们/起床/。,孩子们
train-01520,D,可以使用电炉吗？,可以/用/电炉/？,电炉
train-01521,D,可以便宜一点吗？,可以/便宜/？,
train-01522,D,可以再给我一个机会吗？,可以/再/给(我)/机会/一个/？,
train-01523,D,可以分享一下吗？,可以/分享/？,分享
train-01524,D,可以分开购买吗？,可以/分开2/买/？,
train-01525,D,可以刷信用卡吗？,可以/信用卡/刷/？,
train-01526,D,可以呀。,可以/。,
train-01527,D,可以告诉我你的日常护理方法吗？,可以/告诉(我)/你/日常/护理/方法/？,日常
train-01528,D,可以在墙上设计一个橱柜吗？,可以/墙/设计/橱柜/一/？,橱柜
train-01529,D,可以在船上就餐。,可以/在/船/就餐/。,就餐
train-01530,D,可以带我去买吗？,可以/带/我/去/买/？,
train-01531,D,可以帮我开一下空调吗？,可以/帮助（我）/开/空调/？,
train-01532,D,可以帮我称一下这些西红柿吗？,可以/帮助（我）/称/这/西红柿/？,称
train-01533,D,可以把空调调高一点吗？,可以/空调/调/高/？,调
train-01534,D,可以拜托你做一件事吗？,可以/拜托/你/做/事/？,
train-01535,D,可以是复印的。,复印/可以/。,
train-01536,D,可以更容易地销售出去。,卖/容易/更1/。,
train-01537,D,可以根据自己的需求和预算做出选择。,可以/根据/自己/要求/预算/做/选择/。,选择
train-01538,D,可以给我一个枕头和毛毯吗？,可以/给(我)/一个/枕头/毛毯/？,
train-01539,D,可以给我开张发票吗？,可以/给(我)/开/发票/？,
train-01540,D,可以试一下我们这里的补水套装，效果很好。,可以/试/我们/这/补/水/套装/，/效果/很1/好/。,套餐 
train-01541,D,可以跟你借点钱吗？,可以/找/你/借/钱/？,
train-01542,D,可以跟我说。,可以/和/我/说/。,
train-01543,D,可以进来一下吗？,可以/进来/？,进来
train-01544,D,可以邀你跳下一支吗？,可以/请/你/跳/下/一/舞蹈/？,
train-01545,D,可以重复一遍吗？,可以/再/一遍/？,
train-01546,D,可别忘了扔垃圾。,扔/垃圾/不要/忘了/。,
train-01547,D,可能吗？,可能1/？,
train-01548,D,可要是她说不怎么办？,如果/她/说/不/怎么办/？,
train-01549,D,可靠的信息源。,信息/源/可靠2/。,源
train-01550,D,司机，请开快一点。,司机/快/一/点/。,
train-01551,D,吃了早饭吗？,吃/早/饭/？,
train-01552,D,吃完东西要漱口。,吃完/东西/漱口/要/。,漱口
train-01553,D,吃药了吗？,吃药/？,
train-01554,D,吃菠萝前要用盐水浸泡。,吃/菠萝/前/要/用/盐/水/浸泡/。,浸泡
train-01555,D,吃起来软软的。,吃/起来/软1/。,
train-01556,D,吃饭之前请洗手。,吃饭/前/请/洗/手/。,
train-01557,D,各地的高考将会结束。,各地/高考/会/结束/。,各地、高考
train-01558,D,合理利用自然对于人类的价值。,合理/利用2/自然/对/人类/价值/。,合理 
train-01559,D,同学们跃跃欲试。,同学们/积极/试/。,
train-01560,D,同样的错误不要犯2次。,相同/错误/不要/2次/。,
train-01561,D,后悔知道太晚。,后悔/知道/晚/。,
train-01562,D,向你问个好。,向/你/问/好/。,
train-01563,D,听上去很好。,听/很1/好/。,
train-01564,D,听了这话，他不由得笑了。,听/话/他/笑/。,
train-01565,D,听他的讲座简直无聊。,听/他/讲座/无聊/。,
train-01566,D,听到这个消息我很难受。,听/这个/消息/我/很1/难受/。,
train-01567,D,听到这消息我很高兴。,听/这/消息/我/很1/高兴/。,
train-01568,D,听说你搬进新房子了。,听说/你/搬/新/房子/。,
train-01569,D,听说你家有空房间。,听说/你/家/有/空/房子/。,
train-01570,D,听说你要走了。,听说/你/要/走了/。,
train-01571,D,听起来很不错。,听/起来/很1/好/。,
train-01572,D,吸尘器很重吧。,吸尘器/很1/重/。,吸尘器
train-01573,D,吸引更多的人前来投资。,吸引/更1/多/人/来/投资/。,
train-01574,D,告诉你怎么做就怎么做。,告诉/你/怎么/做/就/怎么/做/。,就
train-01575,D,告诉我一个好笑的故事吧。,告诉/我/一个/好/笑/故事/。,
train-01576,D,周围环境怎么样？,周围/环境/怎么样/？,
train-01577,D,周末一起去钓鱼吗？,周末/一起/去/钓鱼/？,
train-01578,D,周末我们一起去游泳好不好吗？,周末/我们/一起/去/游泳/好不好/？,
train-01579,D,周末我们一起去玩好不好吗？,周末/我们/一起/去/玩/好不好/？,
train-01580,D,周末是免费的。,周末/免费/。,
train-01581,D,周末有什么计划？,周末/有/什么/计划/？,
train-01582,D,和你最好的朋友都喜欢做什么？,和/你/最2/好/朋友/都/喜欢/做/什么/？,
train-01583,D,咖啡可以帮我提神。,咖啡/可以/帮助（我）/提神/。,提神
train-01584,D,咖啡馆往往坐落于相对安静的街道上。,咖啡馆/往往/在/街道/安静/。,
train-01585,D,咱们先观察一下。,我们/先/观察/。,
train-01586,D,咱们出去说吧。,我们/出去/说/。,出去
train-01587,D,咱们别浪费时间。,我们/别/浪费/时间/。,
train-01588,D,咱们又见面了。,我们/又/见面/。,
train-01589,D,咱们后会有期。,我们/以后/再/见/。,
train-01590,D,咱们家也应该有环保意识。,我们家/环保/意识1/应该/有/。,环保
train-01591,D,咱们把这件旧家具扔掉吧。,我们/这/旧/家具/扔/。,
train-01592,D,咱们收拾好东西到乡下去过一个星期吧。,我们/收拾/好/东西/到/家乡/过/一/星期/。,过
train-01593,D,咱们点上蜡烛看电视吧。,我们/蜡烛/看/电视/。,
train-01594,D,咱们继续往前走吧，天快黑了。,我们/继续/前/走/天/快/黑了/。,
train-01595,D,咱们设法把它改进一下。,我们/想/方法/改/进步/。,
train-01596,D,哪一天都行。,时间/随便1/。,
train-01597,D,哪个是我的座位？,我/座位/哪个/？,座位
train-01598,D,哪些习惯可以帮助我们改变生活？,什么/习惯/可以/帮助/我们/改变/生活/？,
train-01599,D,哪会有这样的好事儿啊。,这样/好/事/没有/。,
train-01600,D,哪有的事儿。,这/事/没有/。,
train-01601,D,哪儿有礼品店？,礼店/在哪/？,礼店
train-01602,D,哪儿都行，只要你觉得好。,随便1/只要2/你/感觉/好/。,
train-01603,D,哪来的这么多钱？,这/多/钱/来/哪/？,
train-01604,D,哪里不舒服？,哪里/不/舒服/？,
train-01605,D,哪里来的这么漂亮的花瓶？,花瓶/漂亮/哪/来/？,花瓶
train-01606,D,啤酒在哪？,啤酒/在哪/？,
train-01607,D,喜欢参加团队合作项目吗？,喜欢/参加/团队/合作/项目/？,
train-01608,D,喜欢和朋友一起打牌吗？,喜欢/和/朋友/一起/打牌/？,打牌
train-01609,D,喜欢喝咖啡还是茶？,喜欢/喝咖啡/还是/茶/？,
train-01610,D,喜欢在动物园里看大熊猫。,喜欢/在/动物园/里/看/熊猫/。,
train-01611,D,喜欢看什么类型的电影或电视节目？,喜欢/看什么/类型/电影/或者/电视/节目/？,
train-01612,D,喜欢这个季节吗？,这/季节/喜欢/？,
train-01613,D,喜欢这件套裙吗？,这/裙子/喜欢/？,
train-01614,D,喝茶吗？,喝茶/？,
train-01615,D,喝茶有助于消化。,喝茶/帮助/消化/。,
train-01616,D,嘌呤是一种化合物。,嘌呤/化合物/是/。,嘌呤、化合物
train-01617,D,噪音让我无法集中注意力工作。,噪音/我/集/注意/工作2/不行2/。,
train-01618,D,四点半到二号楼一楼门厅碰头。,四点/半/到/二/号/楼/一楼/门口/见面/。,四点、号、一楼
train-01619,D,因为下雨了，所以小草更绿了。,因为/雨/所以/草/绿/很1/。,
train-01620,D,因为下雨了，所以我给妈妈送伞去。,因为/雨/所以/我/给/妈妈/送伞/。,
train-01621,D,因为下雨了，所以运动会不能举行。,因为/雨/所以/运动会/办/不行2/。,
train-01622,D,因为今天是端午节。,因为/今天/端午节/是/。,
train-01623,D,因为他刚刚结婚。,因为/他/刚刚/结婚/。,刚刚
train-01624,D,因为你是我喜欢的那种类型。,因为/你/是/我/喜欢/类型/。,
train-01625,D,因为你，我们在雨中等了三个小时。,因为/你/我们/雨/等/3小时/。,3小时
train-01626,D,因为天气很冷，所以要穿棉衣。,因为/天气/冷/很1/所以/棉衣/穿/。,棉衣
train-01627,D,因为我喜欢的东西都很贵。,因为/我/喜欢/东西/都/很1/贵/。,
train-01628,D,因为我妈妈有电话，所以与她联系方便多了。,因为/我/妈妈/电话/有/所以/联系/方便/。,
train-01629,D,因为我考试得了一百分，所以妈妈笑了。,因为/我/考试/一百/所以/妈妈/笑/。,
train-01630,D,因为秋天到了，所以树叶黄了。,因为/秋天/到/所以/叶2/叶2/改变/黄/。,
train-01631,D,因为经济衰退，许多企业倒闭了。,因为/经济/衰退/很1多/企业/倒闭/。,
train-01632,D,因受到严重损坏，这座桥不再使用了,因为/损坏/严重/这/桥/用/不行2/。,损坏
train-01633,D,国地铁里程已经达到了8012公里。,中国/地铁/里程2/到/8/0/1/2/公里/。,
train-01634,D,国家很支持这个项目。,国家/支持/这/项目/。,
train-01635,D,国家所有的土地都是属于国家的。,国家/所有/土地/属于3/国家/。,
train-01636,D,国家艺术馆在哪里？,国家/艺术馆/在哪/？,艺术馆
train-01637,D,国铁的亏损程度却令人感到十分的惊讶。,国家地铁/亏损/程度/让/人/惊讶/。,
train-01638,D,国际小包邮件的重量限度是多少？,国际/小/包裹2/邮件/重量/限度/多少/？,限度
train-01639,D,图书馆就在车站旁边。,图书馆/在/车站/旁边/。,
train-01640,D,图书馆藏有大量参考资料。,图书馆/参考/资料/多/。,资料
train-01641,D,圆窗外面长着常春藤。,圆窗/外边/常青藤/。,常青藤、圆窗
train-01642,D,土豆已经被确认为主粮。,土豆/确认/主/粮食/是/。,
train-01643,D,在一楼展厅。,在/一楼/展厅/。,展厅
train-01644,D,在上下班高峰期，汽车往往在这里挤成一团。,上下班/高峰期/汽车/在/这/堵车/。,高峰期
train-01645,D,在二号楼二楼。,在/二号楼/二楼/。,
train-01646,D,在人类生活的方方面面。,在/人类/生活/方方面面/。,方方面面
train-01647,D,在做明天的方案。,在/做/明天/方案/。,
train-01648,D,在办公室里抽烟可以吗？,在/办公室/抽烟/可以/？,
train-01649,D,在北京旅游时品尝的传统烤鸭美味。,在/北京/旅游/时候/吃/传统/烤鸭/好/。,
train-01650,D,在单位中解决与同事之间的纠纷。,在/单位/解决/同事/之间/纠纷/。,纠纷
train-01651,D,在哪儿买票？,在哪/买/票/？,
train-01652,D,在哪儿办理登记手续？,在/哪/办理/登记/手续/？,
train-01653,D,在妈妈的帮助下我学会了烘烤饼干。,妈妈/帮助（我）/我/学会/焙/饼干/。,
train-01654,D,在实验期间他经历了许多困难。,在/实验1/期间/他/经历1/很1/多/困难/。,
train-01655,D,在很长一段时间内。,在/长/这/时间/里/。,
train-01656,D,在我们的顾客中，学生占了一半。,在/我们/客人/里/学生/占/一半/。,
train-01657,D,在新的起点上继续推动文化繁荣。,在/新/起点/继续/推动/文化/繁荣/。,起点
train-01658,D,在最后时刻，她改变了主意。,在/最后/时间/她/改变/想法/。,想法
train-01659,D,在桌子下面。,在/桌子/下/。,
train-01660,D,在此次会议期间，他们提出了很多问题。,在/这次/会议/时间/他们/问/多/。,
train-01661,D,在游泳前一定要进行充分的热身。,游泳/前/一定/要/热身/够/。,热身
train-01662,D,在溜冰时你得学会保持平衡。,滑冰/时候/你/要/学会/保持/平衡/。,
train-01663,D,在购物时，你偏好通过什么方式付款？,买/东西/时候/你/喜欢/用/什么/付钱/？,付钱
train-01664,D,在购物时，你比较信任哪些类型的店铺？,买/东西/时候/你/信任/什么/店/？,店铺
train-01665,D,在购物时，你注重哪些方面？,买/东西/时候/你/看重/什么/方面/？,
train-01666,D,在车撞上你之前，你看见车了吗？,车/撞/前/你/看到/车/？,
train-01667,D,在这个地区，很需要教师。,这/区域/很1/需要/老师/。,
train-01668,D,在这里仿佛都慢了下来。,在/这里/像/都/慢/。,
train-01669,D,在这里吃还是带走？,在/这/吃/还是/带走/？,
train-01670,D,在进行机构改革前，有几个障碍必须克服。,机构/改革/前/几个/障碍/必须/克服1/。,几个
train-01671,D,在那个柜台。,在/那个/柜台/。,
train-01672,D,在里面请安静。,在/里边/请/安静/。,
train-01673,D,在飞机上我睡不着。,在/飞机/我/睡/不行2/。,
train-01674,D,地上很滑。,地/滑/。,
train-01675,D,地板上的玩具很乱。,地板/玩具/乱/。,
train-01676,D,地球上有许多植物。,地球/植物/多/。,
train-01677,D,地球上有许多的房子。,地球/房子/多/。,
train-01678,D,地球是一个圆的球。,地球/圆地球/是/。,
train-01679,D,地球是何时开始存在的？,地球/什么时候/开始/有/？,
train-01680,D,地铁的便利性是无可取代的。,地铁/方便/换/不行2/。,
train-01681,D,地铁车门是自动开关的，请当心。,地铁/门/开关/自动/注意/。,自动
train-01682,D,城市地铁节省了城市面积。,城市/地铁/面积/节省/。,省钱
train-01683,D,坐公共汽车去需要多长时间？,做/公/共/汽车/去/时间/多少/？,
train-01684,D,坚持下去就是胜利。,坚持/是/胜利1/。,
train-01685,D,埃及的局势很不稳定。,埃及/情况/不/稳定/。,
train-01686,D,城里几乎每个人都来听市长讲话。,城/几乎/每/人/都/来/听/市长/演讲/。,几乎、市长
train-01687,D,塔克拉玛干沙漠的地下水储量占世界淡水储量的20%。,塔克拉玛干沙漠/地下水/存储/水/数量/占/世界/淡水/20%/。,塔克拉玛干、地下水、淡水
